Sort_Row,MANUSCRIPT INFORAMTION,,,,,,DATA MODERATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE,,,,,,,,,,EXPERIMENTAL DESIGN,,,,,,SOIL INITIAL CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANATMENT DETAILS,,,,,,,,,,,,,,AMENDMENT,,,,,,,,,,RESPONSE,,,,,,,,,,,,,NOTES, , , , ,CONTROL CONDITIONS (w/ fertilizer),,,,,,,
3,ACC,LeadAuthor,page,source,comments,mangement_notes,crop,crop_group,crop_system,culitivar_details,depth.start,depth.end,param_notes,param,param_group,C.method,method.notes,units,trt_name,amend,amend_group,amend_group_brd,amdend_detail,irrigated,irrigation_group,tillage_type,country,site_name,lat.long,lat_group,long.dec.degree,lat.dec.degree,MAP,MAT,temp.worldclim.C,precip.worldclim.mm,elevation,biom_name,biom_cat,MAP_av,MAP_min,MAP_max,MAP_yrs,MAT_av,MAT_min,MAT_max,landuse.history,exp_design,subplot_dim,year.zero,exp_duration_mos,duration_group,duration_even,soil.name,soil.class,soil.order,slope,soil.texture,sand,silt,clay,clay_group,pH,pH_group,pH.method,carbonates,CEC,BD,SOC_int_group,SOC_g.kg,SOC_int,SOC_int_unit,SOC_depth_cm,SOC_int_percent,calc_SOC_int_g.kg,N_int,N_unit,P_int,P_int_unit,K_int,K_int_units,tillage_details,tillage_depth,till_depth_group,NPK_rate,Nfert,Nfert_group,Nfert_rate,Pfert,Pfert_rate,Kfert,Kfert_rate,other_addition,other_addition_rate,fert_notes,reps,C.rate_group,C.rate_Mg.ha,weight.dry_group,weight.dry,N.amend_g.kg,C.N_rate,amend_N_kg.ha,amend_N_kg.ha_group,app.method,extraction_x-axis_value,X_cf,SE_cf,SD_cf,N_cf,X_a,SE_a,SD_a,N_a,X_cmin,SE_cmin,SD_cmin,N_cmin,conclusion,quality,exp_quality,report_qual,references,Cf_N,Cf_N_rate,Cf_P,Cf_P_rate,Cf_K,Cf_K_rate,Cf_other,Cf_rate_other
14,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,agg_>.053mm,agg_micro,agg,fractionation,na,percent,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,40.7,na,na,3,40.3,na,na,3,47.3,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
15,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,agg_>.053mm,agg_micro,agg,fractionation,na,percent,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,40.7,na,na,3,39.3,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
16,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,agg_<.053mm,agg_s+c,agg,fractionation,na,percent,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,25.8,na,na,3,21.7,na,na,3,28.7,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
17,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,agg_<.053mm,agg_s+c,agg,fractionation,na,percent,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,25.8,na,na,3,22.1,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
18,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,sandFree_>1000um,sandFree_meso,N,fractionation,na,percent,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,4.9,na,na,3,5.4,na,na,3,4,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
19,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,sandFree_>250um,sandFree_meso,N,fractionation,na,percent,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,11.2,na,na,3,16.2,na,na,3,7.9,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
20,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,sandFree_>1000um,sandFree_meso,N,fractionation,na,percent,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,4.9,na,na,3,5.2,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
21,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,sandFree_>250um,sandFree_meso,N,fractionation,na,percent,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,11.2,na,na,3,16.1,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
22,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,sandFree_>53um,sandFree_micro,N,fractionation,na,percent,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,18.7,na,na,3,21.1,na,na,3,24.8,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
23,111,Aoyama,297,table2,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,sandFree_>53um,sandFree_micro,N,fractionation,na,percent,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,18.7,na,na,3,18.7,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
24,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_>250um,C_meso,C,fractionation,na,gC.kg_sand-free_agg,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,44.5,na,na,3,56.6,na,na,3,39.1,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
25,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_>250um,C_meso,C,fractionation,na,gC.kg_sand-free_agg,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,44.5,na,na,3,52.1,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
26,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_>1000um,C_meso+macro,C,fractionation,na,gC.kg_sand-free_agg,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,44.6,na,na,3,60.2,na,na,3,40.1,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
27,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_>1000um,C_meso+macro,C,fractionation,na,gC.kg_sand-free_agg,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,44.6,na,na,3,56.1,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
28,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_>53um,C_micro,C,fractionation,na,gC.kg_sand-free_agg,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,45.1,na,na,3,55.4,na,na,3,38.6,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
29,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_>53um,C_micro,C,fractionation,na,gC.kg_sand-free_agg,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,45.1,na,na,3,54.3,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
30,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_<53um,C_MAOM,C,fractionation,na,gC.kg_sand-free_agg,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,25.2,na,na,3,28.1,na,na,3,22.1,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
31,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,C_<53um,C_MAOM,C,fractionation,na,gC.kg_sand-free_agg,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,25.2,na,na,3,26.4,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
32,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,N_>250um,N_meso,N,fractionation,na,gN.kg_sand-free_agg,manure,manure,manure,manure,"cattle, compare to control and NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,2.65,na,na,3,3.49,na,na,3,2.22,na,na,3,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
33,111,Aoyama,297,table3,na,residues removed,maize_wheat_beetroot_canola_barley,grain,rotation,"corn ﻿(Zea mays L.), wheat (Triticum aestivum L.), beetroot (Beta vulgaris L.), canola (Brassica campestris L.) and barley (Hordeum vulgaris L.)",0,10,N_>250um,N_meso,N,fractionation,na,gN.kg_sand-free_agg,manure+NPK,manure,manure,manure,"cattle, compare to NPK",na,na,CT,Canada,"Quebec, St-Lambert de Levis, Ministere de l""Agriculture, Soil Research station","46°34' N, 71°13' W",high,-71.21666667,46.56666667,1000,4.4,4.4,1094,150,temperate broadleaf forest,temperate,1000,na,na,na,na,na,na,na,split-plot,80,1978,216,10-30,10-20,Le Bras laom,FAO_humic gleysol,na,na,loam,30,46,24,<25%,6.2,<6.5,water,0,na,na,na,na,na,g.kg,10,na,na,na,kg.ha,na,kg.ha,na,kg.ha,moldboard,20,10-20,na,na,75-150,75,na,na,na,na,lime,3000,lime only every 5yrs,3,<5,1.88,<5,4.16,4.4,102.7097902,90,50-100,na,na,2.65,na,na,3,3.28,na,na,3,na,na,na,na,"positive, FYM enhances macroaggregation",3,3,complete,"N'Dayegamiye 1996 ""Response of silage corn and wheat to dairy maure and fertilizers in long-term fertilized and manure trials",na,na,na,na,na,na,na,na
